id_tarjeta,id_cliente,id_cliente_original,indice_tarjeta,marca_tarjeta,tipo_tarjeta,numero_tarjeta,fecha_expiracion,cvv,tiene_chip,tarjetas_emitidas,limite_credito,fecha_apertura,ano_ultimo_pin,en_dark_web
5526,1792,1792,3,Mastercard,Débito,5626378456369424,05/2023,982,NO,2,16426.0,11/2011,2011,No
5527,1793,1793,0,Visa,Crédito,4402488714330108,11/2021,627,SÍ,1,9100.0,02/2020,2020,No
5528,1794,1794,0,Visa,Débito,4296121621030187,01/2023,314,SÍ,1,14546.0,09/2001,2008,No
5529,1794,1794,1,Discover,Crédito,6974497425701266,12/2020,192,SÍ,1,8400.0,03/1997,2013,No
5530,1794,1794,2,Mastercard,Débito,5500175661325557,10/2020,43,SÍ,2,10815.0,11/2009,2020,No
5531,1794,1794,3,Mastercard,Crédito,5647089735442965,03/2021,480,NO,1,4000.0,12/2008,2012,No
5532,1795,1795,0,Visa,Débito,4086633692001413,05/2020,881,SÍ,1,11254.0,04/1999,2018,No
5533,1795,1795,1,Visa,Débito,4842195195266314,09/2020,497,SÍ,2,2271.0,04/2008,2008,No
5534,1795,1795,2,Visa,Débito,4780096957038020,12/2007,604,SÍ,2,6311.0,05/2000,2013,No
5535,1795,1795,3,Amex,Crédito,340045632784763,02/2020,218,SÍ,1,13700.0,01/2012,2012,No
5536,1796,1796,0,Mastercard,Crédito,5428221818543241,09/2024,953,SÍ,1,14300.0,09/2015,2015,No
5537,1797,1797,0,Mastercard,Crédito,5070662282651105,02/2020,516,SÍ,2,14600.0,02/2020,2020,No
5538,1798,1798,0,Mastercard,Crédito,5801798801399788,06/2021,527,SÍ,2,7100.0,03/2017,2017,No
5539,1799,1799,0,Mastercard,Débito,5346665102858338,01/2024,734,SÍ,1,4534.0,01/2009,2010,No
5540,1799,1799,1,Visa,Crédito,4889540259167879,07/2021,890,SÍ,2,4200.0,08/2019,2019,No
5541,1799,1799,2,Mastercard,Débito,5895798485445131,05/2024,48,NO,1,27117.0,12/2005,2005,No
5542,1800,1800,0,Mastercard,Débito,5356557830959677,04/2023,125,NO,2,14404.0,04/2007,2015,No
5543,1800,1800,1,Mastercard,Débito,5456509634452108,08/2012,557,SÍ,2,6360.0,03/2007,2016,No
5544,1800,1800,2,Mastercard,Débito,5176036831889983,11/2020,119,SÍ,1,4701.0,03/2002,2017,No
5545,1801,1801,0,Mastercard,Débito,5086512779429782,05/2024,613,SÍ,1,13793.0,07/2019,2019,No
5546,1801,1801,1,Mastercard,Débito,5568197772676119,12/2012,676,SÍ,1,27569.0,06/2012,2012,No
5547,1801,1801,2,Amex,Crédito,351118771819506,05/2021,551,SÍ,1,10400.0,01/2011,2011,No
5548,1802,1802,0,Visa,Débito,4325994913282358,02/2021,114,NO,1,14959.0,07/2011,2011,No
5549,1802,1802,1,Visa,Débito,4573359573640504,10/2022,267,SÍ,2,19713.0,07/2017,2017,No
5550,1802,1802,2,Mastercard,Debit (Prepaid),5146076432064543,03/2022,662,SÍ,1,90.0,01/2015,2015,No
5551,1803,1803,0,Amex,Crédito,321390295697853,02/2020,287,SÍ,2,15500.0,02/2020,2020,No
5552,1803,1803,1,Visa,Crédito,4037574014013949,05/2023,634,NO,1,19200.0,01/2020,2020,No
5553,1804,1804,0,Visa,Débito,4766814724627532,06/2020,723,SÍ,1,16610.0,01/2020,2020,No
5554,1804,1804,1,Visa,Débito,4777234942221867,06/2023,559,SÍ,1,21793.0,05/2013,2013,No
5555,1804,1804,2,Visa,Débito,4175156104515816,07/2022,655,NO,1,15261.0,01/2020,2020,No
5556,1804,1804,3,Visa,Débito,4092634167714573,04/2024,721,SÍ,1,25919.0,01/2011,2011,No
5557,1805,1805,0,Mastercard,Débito,5575214152731773,01/2016,88,SÍ,2,4546.0,01/2004,2010,No
5558,1805,1805,1,Discover,Crédito,6731998965120910,07/2022,82,SÍ,2,9600.0,02/2020,2020,No
5559,1806,1806,0,Visa,Débito,4086123102379526,04/2024,744,SÍ,1,9238.0,02/2020,2020,No
5560,1806,1806,1,Mastercard,Débito,5674572566243618,10/2022,702,SÍ,2,15474.0,02/2020,2020,No
5561,1807,1807,0,Amex,Crédito,308644614282116,07/2022,930,SÍ,2,9500.0,07/2008,2015,No
5562,1807,1807,1,Visa,Débito,4287552229905456,04/2003,482,SÍ,1,7030.0,01/2001,2011,No
5563,1807,1807,2,Mastercard,Debit (Prepaid),5200521526888417,05/2020,493,SÍ,2,25.0,10/2009,2010,No
5564,1808,1808,0,Mastercard,Débito,5900781818896314,08/2024,694,SÍ,2,15125.0,05/2014,2014,No
5565,1808,1808,1,Visa,Crédito,4737448001688514,06/2020,626,SÍ,2,13200.0,02/2010,2010,No
5566,1808,1808,2,Mastercard,Debit (Prepaid),5097151873275379,09/2006,617,SÍ,2,130.0,08/2006,2014,No
5567,1809,1809,0,Visa,Débito,4470396121935962,11/2023,109,SÍ,1,13193.0,01/2017,2017,No
5568,1809,1809,1,Mastercard,Débito,5359387075130556,05/2020,975,SÍ,1,16187.0,09/2011,2011,No
5569,1810,1810,0,Mastercard,Débito,5359252107099592,10/2020,401,SÍ,2,1627.0,10/2000,2013,No
5570,1810,1810,1,Mastercard,Crédito,5084097673104529,10/2007,908,SÍ,2,5600.0,01/2006,2008,No
5571,1810,1810,2,Mastercard,Crédito,5637704480335686,09/2024,146,SÍ,1,9600.0,12/2003,2016,No
5572,1811,1811,0,Amex,Crédito,337243144975638,07/2020,64,SÍ,1,89900.0,02/2020,2020,No
5573,1811,1811,1,Amex,Crédito,366279021724239,07/2024,517,SÍ,2,44100.0,02/2020,2020,No
5574,1812,1812,0,Visa,Débito,4418732012686610,02/2020,79,SÍ,2,19446.0,02/2020,2020,No
5575,1813,1813,0,Visa,Crédito,4745663916245954,08/2023,938,NO,2,29900.0,03/2010,2017,No
5576,1813,1813,1,Mastercard,Débito,5128104617797218,03/2017,726,SÍ,1,33506.0,12/2008,2011,No
5577,1814,1814,0,Visa,Débito,4170170540626885,07/2023,65,SÍ,1,20971.0,01/2020,2020,No
5578,1814,1814,1,Mastercard,Debit (Prepaid),5712463929886788,06/2020,814,SÍ,2,65.0,05/2006,2009,No
5579,1815,1815,0,Visa,Débito,4887792862892213,06/2019,31,SÍ,2,18808.0,09/2011,2013,No
5580,1815,1815,1,Mastercard,Débito,5402670262764803,07/2021,292,NO,2,8723.0,02/2020,2020,No
5581,1816,1816,0,Mastercard,Débito,5641208271147811,12/2016,668,SÍ,2,28003.0,04/2009,2009,No
5582,1816,1816,1,Mastercard,Débito,5168276651669097,07/2022,939,SÍ,2,15972.0,04/2013,2013,No
5583,1816,1816,2,Visa,Débito,4005308847294610,10/2018,106,SÍ,1,22342.0,08/2014,2014,No
5584,1816,1816,3,Mastercard,Débito,5008326450243575,04/2020,382,NO,1,21058.0,06/2015,2015,No
5585,1817,1817,0,Mastercard,Debit (Prepaid),5826140028493879,04/2021,787,SÍ,2,26.0,01/2020,2020,No
5586,1818,1818,0,Visa,Débito,4270247503047583,08/2023,977,NO,1,24605.0,02/2020,2020,No
5587,1818,1818,1,Mastercard,Débito,5941060191494195,11/2021,888,SÍ,2,23529.0,01/2020,2020,No
5588,1818,1818,2,Visa,Débito,4451428446253891,01/2023,354,SÍ,2,20780.0,02/2020,2020,No
5589,1819,1819,0,Visa,Crédito,4958653958330137,11/2022,821,SÍ,2,3900.0,04/2012,2012,No
5590,1820,1820,0,Mastercard,Débito,5320717372996306,07/2024,264,SÍ,2,4392.0,10/2010,2017,No
5591,1821,1821,0,Mastercard,Crédito,5376701080589928,10/2020,991,SÍ,1,12300.0,05/2010,2013,No
5592,1821,1821,1,Amex,Crédito,337550322941360,04/2024,449,SÍ,2,11100.0,02/2016,2016,No
5593,1821,1821,2,Visa,Debit (Prepaid),4336821790834583,11/2020,943,SÍ,2,93.0,07/2019,2019,No
5594,1821,1821,3,Mastercard,Crédito,5028747805927867,07/2024,278,SÍ,1,9500.0,09/2010,2015,No
5595,1822,1822,0,Visa,Crédito,4895717164008273,11/2022,687,SÍ,1,12000.0,12/2004,2011,No
5596,1822,1822,1,Mastercard,Débito,5627821887128376,07/2020,309,SÍ,2,11999.0,01/2007,2015,No
5597,1822,1822,2,Mastercard,Crédito,5772874140116142,01/2021,811,SÍ,2,0.0,06/2019,2019,No
5598,1822,1822,3,Mastercard,Débito,5107765857429099,09/2021,77,SÍ,2,18991.0,12/2005,2011,No
5599,1822,1822,4,Mastercard,Débito,5141288066109648,10/2024,209,SÍ,1,27146.0,02/2006,2011,No
5600,1823,1823,0,Visa,Debit (Prepaid),4405540956453724,10/2024,340,SÍ,2,32.0,01/2002,2009,No
5601,1823,1823,1,Visa,Débito,4706797634213663,04/2023,754,SÍ,2,19103.0,03/2002,2011,No
5602,1823,1823,2,Visa,Crédito,4497075414603384,10/2021,609,SÍ,2,11400.0,03/2016,2016,No
5603,1824,1824,0,Visa,Debit (Prepaid),4573104032868370,10/2023,912,SÍ,1,75.0,10/2005,2007,No
5604,1825,1825,0,Visa,Crédito,4287715741686227,12/2020,945,SÍ,1,12700.0,03/2010,2020,No
5605,1825,1825,1,Mastercard,Debit (Prepaid),5863932577604198,05/2023,815,SÍ,1,61.0,10/2004,2012,No
5606,1825,1825,2,Discover,Crédito,6890958566283018,08/2018,17,SÍ,2,24400.0,02/2010,2011,No
5607,1825,1825,3,Mastercard,Débito,5523521756936715,02/2023,646,SÍ,2,32895.0,09/2004,2005,No
5608,1825,1825,4,Mastercard,Crédito,5283200338474521,09/2006,183,SÍ,1,14300.0,02/2005,2010,No
5609,1826,1826,0,Mastercard,Crédito,5867990216480062,11/2023,890,NO,1,9400.0,01/2020,2020,No
5610,1826,1826,1,Mastercard,Débito,5278235755391641,01/2024,334,SÍ,1,11364.0,01/2020,2020,No
5611,1827,1827,0,Visa,Débito,4579828689268319,07/2023,234,SÍ,1,24308.0,05/2006,2011,No
5612,1827,1827,1,Mastercard,Débito,5728624930968573,07/2011,308,SÍ,1,26328.0,12/2004,2005,No
5613,1827,1827,2,Visa,Débito,4168297207560528,06/2018,37,SÍ,1,21655.0,05/2006,2009,No
5614,1827,1827,3,Visa,Débito,4656088751958530,01/2022,257,SÍ,1,23300.0,01/2012,2012,No
5615,1827,1827,4,Visa,Crédito,4481314542302614,05/2023,653,SÍ,1,15900.0,07/2010,2013,No
5616,1827,1827,5,Mastercard,Crédito,5747096332409894,03/2023,145,SÍ,2,8500.0,08/2008,2011,No
5617,1828,1828,0,Visa,Debit (Prepaid),4938575047755879,09/2020,779,SÍ,1,60.0,01/2020,2020,No
5618,1828,1828,1,Visa,Débito,4706273875998303,02/2021,662,NO,2,15234.0,02/2020,2020,No
5619,1828,1828,2,Visa,Débito,4756674643883046,10/2022,215,SÍ,2,30870.0,01/2020,2020,No
5620,1828,1828,3,Visa,Débito,4596537044879993,03/2021,466,SÍ,1,30155.0,01/2020,2020,No
5621,1829,1829,0,Mastercard,Débito,5864857498399320,03/2020,31,SÍ,1,23088.0,04/2018,2018,No
5622,1830,1830,0,Mastercard,Débito,5932803595236806,12/2024,567,SÍ,2,23397.0,02/2020,2020,No
5623,1830,1830,1,Mastercard,Crédito,5768193861918367,03/2022,263,SÍ,2,9100.0,01/2020,2020,No
5624,1831,1831,0,Visa,Crédito,4632633126868484,02/2020,343,SÍ,2,6600.0,01/2020,2020,No
5625,1831,1831,1,Mastercard,Crédito,5608087801127195,02/2020,715,SÍ,2,7000.0,03/2011,2011,No
5626,1832,1832,0,Amex,Crédito,367474243774504,12/2001,558,SÍ,1,11600.0,07/1998,2009,No
5627,1832,1832,1,Amex,Crédito,375207905449012,12/2022,512,SÍ,2,0.0,02/2020,2020,No
5628,1832,1832,2,Mastercard,Débito,5962520384384662,11/2022,627,SÍ,2,14699.0,08/2016,2016,No
5629,1832,1832,3,Mastercard,Débito,5891798640440029,07/2022,370,SÍ,2,20289.0,10/2011,2011,No
5630,1833,1833,0,Mastercard,Débito,5724812856736556,12/2024,821,SÍ,2,16474.0,02/2010,2010,No
5631,1833,1833,1,Visa,Débito,4441537373999689,02/2020,193,SÍ,2,3356.0,02/2020,2020,No
5632,1833,1833,2,Visa,Débito,4130215809450765,02/2020,602,SÍ,2,14679.0,01/2020,2020,No
5633,1833,1833,3,Discover,Crédito,6308521512097419,08/2020,770,SÍ,2,4300.0,08/2012,2012,No
5634,1834,1834,0,Mastercard,Débito,5146038421358947,09/2021,676,SÍ,1,946.0,11/2003,2015,No
5635,1834,1834,1,Mastercard,Débito,5024268943997814,04/2024,101,SÍ,2,7720.0,10/2007,2007,No
5636,1834,1834,2,Mastercard,Crédito,5536644643614485,08/2015,627,SÍ,2,3500.0,05/2014,2014,No
5637,1835,1835,0,Visa,Crédito,4030904159290027,04/2023,880,SÍ,1,13700.0,04/2017,2017,No
5638,1835,1835,1,Visa,Crédito,4707721125348403,02/2024,530,SÍ,1,16700.0,08/2007,2007,No
5639,1836,1836,0,Visa,Crédito,4585094832412488,08/2021,873,SÍ,1,18800.0,01/2020,2020,No
5640,1837,1837,0,Mastercard,Débito,5575263233323319,04/2020,712,SÍ,2,15518.0,04/2007,2011,No
5641,1837,1837,1,Visa,Débito,4381450999997195,10/2024,135,SÍ,2,27313.0,08/2017,2017,No
5642,1837,1837,2,Mastercard,Débito,5517928534321046,06/2022,283,SÍ,1,21989.0,04/2009,2009,No
5643,1837,1837,3,Discover,Crédito,6340588661070812,02/2020,737,SÍ,1,12900.0,09/2010,2013,No
5644,1837,1837,4,Mastercard,Débito,5037612210257223,10/2021,213,SÍ,2,20026.0,10/2008,2010,No
5645,1838,1838,0,Visa,Débito,4997086356987452,03/2023,106,SÍ,2,10676.0,10/2013,2013,No
5646,1838,1838,1,Mastercard,Débito,5563288095981743,07/2023,711,SÍ,2,27447.0,06/2008,2010,No
5647,1838,1838,2,Mastercard,Débito,5471501151275219,01/2019,875,SÍ,2,16617.0,05/2010,2011,No
5648,1838,1838,3,Visa,Débito,4406180094358834,09/2020,386,SÍ,2,12173.0,01/2020,2020,No
5649,1839,1839,0,Mastercard,Débito,5758903151118803,12/2021,876,NO,1,2105.0,02/2020,2020,No
5650,1840,1840,0,Mastercard,Débito,5678186427083264,04/2023,765,SÍ,1,16678.0,12/2015,2015,No
5651,1840,1840,1,Mastercard,Débito,5259128969401805,03/2020,719,SÍ,1,14123.0,07/2003,2006,No
5652,1840,1840,2,Visa,Débito,4779897441663920,07/2023,172,SÍ,1,11281.0,02/2020,2020,No
5653,1840,1840,3,Mastercard,Crédito,5462760953855576,09/2021,665,NO,2,10300.0,01/1998,2006,No
5654,1840,1840,4,Visa,Debit (Prepaid),4218945513492403,04/2020,609,SÍ,2,102.0,05/2004,2011,No
5655,1841,1841,0,Visa,Débito,4529198706544196,12/2019,956,SÍ,1,11254.0,12/2012,2012,No
5656,1841,1841,1,Visa,Débito,4624298880024351,05/2023,695,NO,2,10703.0,10/2018,2018,No
5657,1841,1841,2,Mastercard,Crédito,5781831200471526,04/2021,342,SÍ,1,5000.0,01/2006,2016,No
5658,1841,1841,3,Mastercard,Débito,5814657967124433,09/2021,53,SÍ,2,8002.0,02/2020,2020,No
5659,1842,1842,0,Visa,Débito,4428221393352281,01/2012,800,SÍ,2,18969.0,03/2010,2010,No
5660,1842,1842,1,Mastercard,Débito,5620777347987312,04/2019,203,SÍ,1,12931.0,02/2013,2013,No
5661,1843,1843,0,Visa,Débito,4052977938644536,07/2008,922,SÍ,2,18112.0,05/2008,2011,No
5662,1844,1844,0,Visa,Débito,4599537074421924,06/2021,352,SÍ,1,13034.0,11/2006,2006,No
5663,1844,1844,1,Visa,Debit (Prepaid),4735444171765440,04/2021,440,SÍ,1,71.0,10/2017,2017,No
5664,1844,1844,2,Visa,Débito,4346364600707726,05/2021,819,SÍ,1,10374.0,02/2007,2007,No
5665,1844,1844,3,Visa,Débito,4464255837780501,09/2016,11,SÍ,1,13382.0,08/2014,2014,No
5666,1844,1844,4,Visa,Débito,4169528920281151,02/2020,372,SÍ,1,11063.0,07/2006,2011,No
5667,1845,1845,0,Mastercard,Crédito,5013961450307351,03/2020,831,SÍ,2,700.0,01/2020,2020,No
5668,1846,1846,0,Mastercard,Debit (Prepaid),5885996845393849,02/2023,676,SÍ,2,55.0,12/2009,2011,No
5669,1847,1847,0,Visa,Débito,4607163659779577,01/2024,954,SÍ,1,18358.0,02/2007,2010,No
5670,1847,1847,1,Visa,Crédito,4050809280792654,10/2022,906,SÍ,1,8700.0,06/2001,2010,No
5671,1847,1847,2,Mastercard,Débito,5242747753340318,12/2009,558,SÍ,2,1966.0,12/2009,2011,No
5672,1848,1848,0,Mastercard,Débito,5043650081401232,11/2017,56,SÍ,1,13257.0,05/2012,2012,No
5673,1848,1848,1,Visa,Débito,4049537564126777,12/2019,952,SÍ,1,20297.0,11/2019,2019,No
5674,1849,1849,0,Visa,Crédito,4868636850065871,04/2023,143,SÍ,2,7500.0,02/2020,2020,No
5675,1850,1850,0,Mastercard,Débito,5751825449090351,10/2018,741,SÍ,1,31696.0,06/2006,2015,No
5676,1851,1851,0,Amex,Crédito,361343872480844,09/2010,837,SÍ,2,7400.0,02/2010,2012,No
5677,1851,1851,1,Visa,Débito,4770207045170231,11/2022,959,NO,2,7644.0,01/2010,2010,No
5678,1852,1852,0,Visa,Crédito,4906330160441425,06/2021,740,NO,1,13600.0,04/2007,2011,No
5679,1852,1852,1,Mastercard,Debit (Prepaid),5018139436441141,11/2022,978,SÍ,1,40.0,04/2008,2011,No
5680,1852,1852,2,Mastercard,Debit (Prepaid),5560959222277430,08/2007,327,SÍ,2,61.0,07/2000,2013,No
5681,1852,1852,3,Mastercard,Débito,5660745375245497,07/2022,27,SÍ,1,7597.0,02/2002,2005,No
5682,1852,1852,4,Visa,Crédito,4424092813863775,07/2024,996,NO,2,9900.0,04/2005,2006,No
5683,1853,1853,0,Mastercard,Débito,5500745251339739,12/2021,290,SÍ,2,7898.0,02/2007,2014,No
5684,1853,1853,1,Amex,Crédito,312560176162838,02/2020,667,SÍ,1,12700.0,12/2019,2019,No
5685,1853,1853,2,Visa,Débito,4026064532527532,04/2018,850,NO,1,34329.0,12/2003,2010,No
5686,1854,1854,0,Mastercard,Débito,5733951015747886,08/2021,629,NO,1,25206.0,03/2006,2018,No
5687,1854,1854,1,Mastercard,Debit (Prepaid),5358041053681348,10/2021,787,SÍ,1,89.0,09/2002,2012,No
5688,1854,1854,2,Visa,Débito,4466987531926977,04/2024,542,SÍ,3,15143.0,03/2010,2014,No
5689,1855,1855,0,Mastercard,Crédito,5867727546265982,10/2010,868,SÍ,2,12700.0,05/2010,2010,No
5690,1855,1855,1,Visa,Debit (Prepaid),4021365419633529,04/2024,489,SÍ,2,53.0,09/2009,2009,No
5691,1855,1855,2,Mastercard,Debit (Prepaid),5451240838028180,07/2023,89,SÍ,2,67.0,07/2009,2016,No
5692,1855,1855,3,Mastercard,Débito,5524375174709990,04/2020,727,NO,2,22839.0,07/2010,2015,No
5693,1856,1856,0,Mastercard,Débito,5184750031787695,05/2024,395,SÍ,1,17252.0,01/2020,2020,No
5694,1856,1856,1,Visa,Débito,4414457303374738,03/2024,962,SÍ,1,19103.0,03/2011,2011,No
5695,1856,1856,2,Visa,Débito,4622792344518889,05/2020,682,NO,1,15619.0,07/2014,2014,No
5696,1856,1856,3,Mastercard,Débito,5288684620224628,02/2020,742,SÍ,1,17512.0,03/2018,2018,No
5697,1856,1856,4,Visa,Crédito,4446204059905464,11/2020,745,SÍ,1,9300.0,01/2008,2008,No
5698,1856,1856,5,Discover,Crédito,6459832607723477,03/2021,613,SÍ,2,9300.0,06/2011,2011,No
5699,1856,1856,6,Mastercard,Débito,5116412114054866,01/2021,641,SÍ,1,13584.0,09/2019,2019,No
5700,1857,1857,0,Amex,Crédito,361660199951264,02/2020,359,SÍ,2,8300.0,02/2020,2020,No
5701,1857,1857,1,Visa,Crédito,4177943531666106,10/2024,935,SÍ,1,7000.0,01/2020,2020,No
5702,1857,1857,2,Mastercard,Debit (Prepaid),5274198815905606,01/2020,614,SÍ,1,80.0,01/2020,2020,No
5703,1857,1857,3,Visa,Débito,4868987724427798,02/2020,851,SÍ,1,3678.0,01/2020,2020,No
5704,1857,1857,4,Mastercard,Débito,5979708797094587,02/2020,245,SÍ,1,5826.0,01/2020,2020,No
5705,1858,1858,0,Amex,Crédito,321786749835899,03/2024,747,SÍ,2,8200.0,02/2020,2020,No
5706,1858,1858,1,Discover,Crédito,6364215863625390,10/2023,14,SÍ,1,13000.0,04/2013,2013,No
5707,1858,1858,2,Mastercard,Débito,5690509651153906,05/2022,573,SÍ,2,20430.0,06/2016,2016,No
5708,1858,1858,3,Mastercard,Crédito,5008598572977474,02/2020,232,SÍ,1,8300.0,01/2020,2020,No
5709,1859,1859,0,Mastercard,Débito,5578069135826637,07/2019,703,SÍ,1,10882.0,04/2017,2017,No
5710,1859,1859,1,Visa,Débito,4323438857314993,03/2022,40,SÍ,1,19454.0,06/2013,2013,No
5711,1859,1859,2,Mastercard,Débito,5075857376370680,02/2020,982,SÍ,1,19624.0,05/2014,2014,No
5712,1859,1859,3,Amex,Crédito,322674119450622,08/2012,250,SÍ,1,8700.0,02/2010,2010,No
5713,1859,1859,4,Mastercard,Crédito,5253140087088071,12/2020,945,SÍ,1,8000.0,01/2020,2020,No
5714,1859,1859,5,Visa,Débito,4565738687713649,03/2020,549,SÍ,1,14540.0,09/2002,2002,No
5715,1859,1859,6,Mastercard,Crédito,5170430476017818,06/2023,817,SÍ,1,7300.0,08/2010,2013,No
5716,1860,1860,0,Visa,Crédito,4941217468452968,03/2015,160,SÍ,2,12200.0,06/2010,2010,No
5717,1860,1860,1,Visa,Crédito,4222423291346252,01/2021,67,SÍ,1,5000.0,06/2013,2013,No
5718,1860,1860,2,Mastercard,Crédito,5451362125568437,03/2020,365,SÍ,1,11200.0,10/2010,2010,No
5719,1860,1860,3,Visa,Crédito,4759687155885583,07/2016,34,NO,2,11200.0,12/2010,2011,No
5720,1860,1860,4,Visa,Débito,4680328184934192,12/2012,377,SÍ,1,26730.0,08/2008,2010,No
5721,1861,1861,0,Mastercard,Crédito,5678554364408518,07/2017,255,SÍ,2,11500.0,01/2014,2014,No
5722,1861,1861,1,Mastercard,Débito,5622967893451771,10/2022,227,SÍ,2,16747.0,02/2020,2020,No
5723,1861,1861,2,Visa,Débito,4337361376136363,09/2011,943,SÍ,1,11574.0,04/2006,2009,No
5724,1861,1861,3,Mastercard,Débito,5291637236164085,06/2008,568,NO,1,13772.0,01/2007,2009,No
5725,1862,1862,0,Visa,Débito,4539775091869861,02/2021,740,SÍ,1,271.0,04/2009,2012,No
5726,1862,1862,1,Amex,Crédito,395311275502832,05/2022,56,SÍ,2,16100.0,10/2014,2014,No
5727,1862,1862,2,Mastercard,Débito,5733441683735973,02/2020,667,SÍ,2,11039.0,02/2020,2020,No
5728,1863,1863,0,Mastercard,Crédito,5685035507383249,08/2017,135,SÍ,2,19800.0,09/2012,2012,No
5729,1864,1864,0,Discover,Crédito,6596755789941875,11/2024,931,SÍ,2,5700.0,04/2013,2013,No
5730,1864,1864,1,Mastercard,Crédito,5003485851351776,03/2011,861,NO,1,7200.0,12/2003,2012,No
5731,1864,1864,2,Mastercard,Debit (Prepaid),5164766009976950,09/2020,691,SÍ,2,11.0,02/2009,2013,No
5732,1865,1865,0,Mastercard,Débito,5422341110559659,10/2021,939,SÍ,2,45373.0,01/2020,2020,No
5733,1865,1865,1,Visa,Crédito,4415046745142821,06/2011,166,NO,1,21000.0,06/2007,2015,No
5734,1865,1865,2,Visa,Débito,4343665057958607,08/2021,665,SÍ,1,43287.0,07/2006,2013,No
5735,1865,1865,3,Visa,Débito,4452357307336469,07/2021,260,SÍ,1,42176.0,04/2008,2008,No
5736,1865,1865,4,Mastercard,Débito,5322921857948894,03/2022,534,SÍ,2,19789.0,03/2006,2010,No
5737,1866,1866,0,Mastercard,Débito,5241330528442158,07/2022,436,SÍ,1,24508.0,03/2008,2009,No
5738,1866,1866,1,Mastercard,Débito,5386540540263311,03/2024,26,SÍ,1,25197.0,09/2008,2011,No
5739,1867,1867,0,Mastercard,Crédito,5512081974916797,10/2022,765,SÍ,2,9300.0,12/2015,2015,No
5740,1867,1867,1,Visa,Débito,4605950682175499,08/2020,517,SÍ,1,16047.0,12/2019,2019,No
5741,1868,1868,0,Mastercard,Débito,5902542975328331,12/2023,983,SÍ,1,27795.0,10/2009,2014,No
5742,1868,1868,1,Discover,Crédito,6917280872761373,04/2020,315,SÍ,2,16100.0,08/2011,2011,No
5743,1869,1869,0,Mastercard,Débito,5576035087378479,05/2023,481,SÍ,2,14027.0,12/2007,2014,No
5744,1869,1869,1,Discover,Crédito,6737538441360610,08/2024,595,SÍ,1,10600.0,02/2003,2007,No
5745,1870,1870,0,Visa,Débito,4044316472139410,12/2023,596,SÍ,2,26995.0,07/2000,2009,No
5746,1871,1871,0,Mastercard,Crédito,5226870809361787,01/2020,75,SÍ,1,10400.0,01/2020,2020,No
5747,1871,1871,1,Mastercard,Crédito,5067574894573935,09/2023,755,SÍ,2,11400.0,02/2020,2020,No
5748,1871,1871,2,Visa,Crédito,4742301691992776,01/2022,16,SÍ,2,11900.0,01/2020,2020,No
5749,1872,1872,0,Visa,Débito,4414714260971092,09/2021,462,SÍ,1,29065.0,02/2020,2020,No
5750,1872,1872,1,Mastercard,Debit (Prepaid),5483078601827876,07/2023,594,SÍ,2,55.0,01/2020,2020,No
5751,1872,1872,2,Visa,Debit (Prepaid),4749171976917258,01/2020,187,SÍ,1,89.0,01/2020,2020,No
5752,1873,1873,0,Mastercard,Crédito,5994692166168768,03/2020,708,SÍ,2,22800.0,02/2020,2020,No
5753,1874,1874,0,Visa,Crédito,4187289847634833,04/2021,798,NO,2,4300.0,12/2013,2013,No
5754,1874,1874,1,Visa,Débito,4145423192370462,02/2021,398,NO,1,38900.0,06/2013,2013,No
5755,1875,1875,0,Discover,Crédito,6514958752973692,11/2012,261,NO,1,9500.0,08/2008,2009,No
5756,1875,1875,1,Mastercard,Débito,5648870697869377,02/2020,686,SÍ,2,17633.0,02/2020,2020,No
5757,1876,1876,0,Mastercard,Crédito,5191615123045322,11/2020,485,SÍ,1,7400.0,06/2005,2011,No
5758,1876,1876,1,Mastercard,Débito,5458954548704072,07/2024,47,SÍ,1,9001.0,06/2015,2015,No
5759,1876,1876,2,Mastercard,Débito,5077942665919872,08/2023,127,NO,2,9669.0,04/2008,2011,No
5760,1876,1876,3,Mastercard,Débito,5617443939610345,08/2024,813,SÍ,2,16491.0,12/2012,2012,No
5761,1876,1876,4,Visa,Crédito,4809764397537147,12/2013,939,SÍ,1,7800.0,05/2006,2012,No
5762,1877,1877,0,Mastercard,Débito,5401966281135701,02/2023,737,SÍ,2,12183.0,05/2014,2014,No
5763,1877,1877,1,Visa,Crédito,4142618269549473,12/2022,716,SÍ,1,8900.0,09/2010,2016,No
5764,1878,1878,0,Mastercard,Débito,5141201123047050,10/2023,639,NO,1,13558.0,01/2020,2020,No
5765,1878,1878,1,Visa,Crédito,4562385865984516,06/2023,2,SÍ,1,12600.0,02/2020,2020,No
5766,1879,1879,0,Mastercard,Débito,5505033368140306,10/2023,281,SÍ,1,10742.0,02/2020,2020,No
5767,1879,1879,1,Visa,Crédito,4393681534654146,02/2020,748,SÍ,2,8100.0,01/2020,2020,No
5768,1879,1879,2,Visa,Débito,4454771454125736,10/2024,884,SÍ,1,12240.0,01/2020,2020,No
5769,1880,1880,0,Mastercard,Crédito,5696485046042913,02/2024,764,SÍ,1,28000.0,05/2007,2007,No
5770,1880,1880,1,Mastercard,Débito,5545483213832558,06/2020,645,NO,1,19843.0,09/2006,2015,No
